Station_name,Stn_id,Lat,Lon,Month,Temperature,Season
SYDNEY-OBSERVATORY-HILL,66062,-33.86,151.21,September,23.44,Spring
TARCOOLA-AERO,16098,-30.71,134.58,September,25.68,Spring
TENNANT-CREEK-AIRPORT,15135,-19.64,134.18,September,33.01,Spring
THARGOMINDAH-AIRPORT,45025,-27.99,143.81,September,28.29,Spring
TIBOOBURRA-POST-OFFICE,46037,-29.43,142.01,September,26.81,Spring
TOWNSVILLE-AERO,32040,-19.25,146.77,September,29.69,Spring
VICTORIA-RIVER-DOWNS,14825,-16.4,131.01,September,37.33,Spring
WAGGA-WAGGA-AMO,72150,-35.16,147.46,September,18.66,Spring
WALGETT-AIRPORT-AWS,52088,-30.04,148.12,September,25.8,Spring
WANDERING,10917,-32.67,116.67,September,18.73,Spring
WEIPA-AERO,27045,-12.68,141.92,September,34.31,Spring
WILCANNIA-REID-ST,46043,-31.56,143.37,September,25.06,Spring
WILLIAMTOWN-RAAF,61078,-32.79,151.84,September,23.07,Spring
WILSONS-PROMONTORY-LIGHTHOUSE,85096,-39.13,146.42,September,15.85,Spring
WITTENOOM,5026,-22.24,118.34,September,32.89,Spring
WOOMERA-AERODROME,16001,-31.16,136.81,September,23.69,Spring
WYALONG-POST-OFFICE,73054,-33.93,147.24,September,20.25,Spring
YAMBA-PILOT-STATION,58012,-29.43,153.36,September,24.21,Spring
ADELAIDE-KENT-TOWN,23090,-34.92,138.62,September,22.35,Spring
ALBANY-AIRPORT-COMPARISON,9741,-34.94,117.8,September,19.17,Spring
ALICE-SPRINGS-AIRPORT,15590,-23.8,133.89,September,31.4,Spring
AMBERLEY-AMO,40004,-27.63,152.71,September,27.98,Spring
BARCALDINE-POST-OFFICE,36007,-23.55,145.29,September,35.44,Spring
BATHURST-AGRICULTURAL-STATION,63005,-33.43,149.56,September,18.01,Spring
BIRDSVILLE-AIRPORT,38026,-25.9,139.35,September,29.72,Spring
BOULIA-AIRPORT,38003,-22.91,139.9,September,31.26,Spring
BOURKE-AIRPORT-AWS,48245,-30.04,145.95,September,27.04,Spring
BRIDGETOWN-COMPARISON,9510,-33.96,116.14,September,18.72,Spring
BRISBANE-AERO,40842,-27.39,153.12,September,25.57,Spring
BROOME-AIRPORT,3003,-17.95,122.23,September,33.33,Spring
BUNDABERG-AERO,39128,-24.91,152.32,September,26.85,Spring
BURKETOWN-AIRPORT,29077,-17.75,139.54,September,35.39,Spring
BUTLERS-GORGE,96003,-42.28,146.28,September,10.72,Spring
CABRAMURRA-SMHEA-AWS,72161,-35.94,148.38,September,8.34,Spring
CAIRNS-AERO,31011,-16.87,145.75,September,30.87,Spring
CAMOOWEAL-TOWNSHIP,37010,-19.92,138.12,September,35.29,Spring
CANBERRA-AIRPORT,70351,-35.31,149.2,September,19.29,Spring
CAPE-BORDA,22823,-35.75,136.6,September,16.81,Spring
CAPE-BRUNY-LIGHTHOUSE,94010,-43.49,147.15,September,14.18,Spring
CAPE-LEEUWIN,9518,-34.37,115.14,September,18.97,Spring
CAPE-MORETON-LIGHTHOUSE,40043,-27.03,153.47,September,23.58,Spring
CAPE-OTWAY-LIGHTHOUSE,90015,-38.86,143.51,September,15.93,Spring
CARNARVON-AIRPORT,6011,-24.89,113.67,September,26.84,Spring
CEDUNA-AMO,18012,-32.13,133.7,September,23.89,Spring
CHARLEVILLE-AERO,44021,-26.41,146.26,September,28.91,Spring
CHARTERS-TOWERS-AIRPORT,34084,-20.05,146.27,September,30.97,Spring
COBAR-MO,48027,-31.48,145.83,September,25.6,Spring
COFFS-HARBOUR-MO,59040,-30.31,153.12,September,24.2,Spring
CUNDERDIN-AIRFIELD,10286,-31.62,117.22,September,22.26,Spring
DALWALLINU-COMPARISON,8039,-30.28,116.66,September,23.53,Spring
DARWIN-AIRPORT,14015,-12.42,130.89,September,33.62,Spring
DENILIQUIN-AIRPORT-AWS,74258,-35.56,144.95,September,20.26,Spring
DUBBO-AIRPORT-AWS,65070,-32.22,148.58,September,22.36,Spring
EAST-SALE-AIRPORT,85072,-38.12,147.13,September,18.69,Spring
ESPERANCE,9789,-33.83,121.89,September,20.53,Spring
EUCLA,11003,-31.68,128.88,September,23.97,Spring
FORREST,11052,-30.85,128.11,September,25.09,Spring
GABO-ISLAND-LIGHTHOUSE,84016,-37.57,149.92,September,17.26,Spring
GAYNDAH-AIRPORT,39066,-25.62,151.62,September,29.12,Spring
GEORGETOWN-AIRPORT,30124,-18.3,143.53,September,35.77,Spring
GERALDTON-AIRPORT-COMPARISON,8051,-28.8,114.7,September,22.87,Spring
GILES-METEOROLOGICAL-OFFICE,13017,-25.03,128.3,September,28.8,Spring
GROVE-RESEARCH-STATION,94220,-42.99,147.07,September,15.81,Spring
GUNNEDAH-RESOURCE-CENTRE,55024,-31.03,150.27,September,22.48,Spring
HALLS-CREEK-AIRPORT,2012,-18.23,127.66,September,38.71,Spring
HOBART-ELLERSLIE-ROAD,94029,-42.89,147.33,September,16.65,Spring
HORN-ISLAND,27058,-10.58,142.29,September,30.0,Spring
INVERELL-RAGLAN-ST,56242,-29.78,151.11,September,22.83,Spring
JERVIS-BAY-POINT-PERPENDICULAR-AWS,68151,-35.09,150.8,September,19.9,Spring
KALGOORLIE-BOULDER-AIRPORT,12038,-30.78,121.45,September,24.65,Spring
KALUMBURU,1019,-14.3,126.65,September,38.38,Spring
KATANNING-COMPARISON,10579,-33.69,117.56,September,19.88,Spring
KERANG,80023,-35.72,143.92,September,20.02,Spring
KYANCUTTA,18044,-33.13,135.56,September,22.64,Spring
LARAPUNA-EDDYSTONE-POINT,92045,-40.99,148.35,September,16.45,Spring
LAUNCESTON-AIRPORT,91311,-41.55,147.21,September,16.06,Spring
LAVERTON-RAAF,87031,-37.86,144.76,September,17.77,Spring
LEARMONTH-AIRPORT,5007,-22.24,114.1,September,29.79,Spring
LONGREACH-AERO,36031,-23.44,144.28,September,31.25,Spring
LOW-HEAD,91293,-41.06,146.79,September,14.62,Spring
MACKAY-M.O,33119,-21.12,149.22,September,25.95,Spring
MARBLE-BAR,4106,-21.18,119.75,September,35.97,Spring
MARREE,17031,-29.65,138.06,September,29.61,Spring
MEEKATHARRA-AIRPORT,7045,-26.61,118.54,September,29.11,Spring
MELBOURNE-REGIONAL-OFFICE,86071,-37.81,144.97,September,20.87,Spring
MERREDIN,10092,-31.48,118.28,September,21.18,Spring
MILDURA-AIRPORT,76031,-34.24,142.09,September,22.16,Spring
MILES-CONSTANCE-STREET,42112,-26.66,150.18,September,26.84,Spring
MORAWA-AIRPORT,8296,-29.2,116.02,September,24.91,Spring
MOREE-AERO,53115,-29.49,149.85,September,24.35,Spring
MORUYA-HEADS-PILOT-STATION,69018,-35.91,150.15,September,20.04,Spring
MOUNT-GAMBIER-AERO,26021,-37.75,140.77,September,17.29,Spring
NHILL-AERODROME,78015,-36.31,141.65,September,19.2,Spring
NORMANTON-AIRPORT,29063,-17.69,141.07,September,39.33,Spring
NORTH-SHIELDS-PORT-LINCOLN-AWS,18192,-34.6,135.88,September,19.0,Spring
NOWRA-RAN-AIR-STATION-AWS,68072,-34.95,150.54,September,23.32,Spring
NURIOOTPA-VITICULTURAL,23373,-34.48,139.01,September,18.29,Spring
OODNADATTA-AIRPORT,17043,-27.56,135.45,September,28.73,Spring
ORBOST,84145,-37.69,148.47,September,18.99,Spring
PALMERVILLE,28004,-16.0,144.08,September,35.24,Spring
PERTH-AIRPORT,9021,-31.93,115.98,September,22.61,Spring
PORT-HEDLAND-AIRPORT,4032,-20.37,118.63,September,32.64,Spring
PORT-MACQUARIE-AIRPORT-AWS,60139,-31.43,152.87,September,25.57,Spring
RABBIT-FLAT,15666,-20.18,130.01,September,37.67,Spring
RICHMOND-POST-OFFICE,30045,-20.73,143.14,September,33.74,Spring
RICHMOND-RAAF,67105,-33.6,150.78,September,23.41,Spring
ROBE-COMPARISON,26026,-37.16,139.76,September,16.95,Spring
ROCKHAMPTON-AERO,39083,-23.38,150.48,September,28.76,Spring
RUTHERGLEN-RESEARCH,82039,-36.1,146.51,September,18.24,Spring
SCONE-AIRPORT-AWS,61363,-32.03,150.83,September,24.57,Spring
SNOWTOWN-RAYVILLE-PARK,21133,-33.77,138.22,September,20.51,Spring
ST-GEORGE-AIRPORT,43109,-28.05,148.59,September,26.53,Spring
SYDNEY-OBSERVATORY-HILL,66062,-33.86,151.21,September,22.98,Spring
TARCOOLA-AERO,16098,-30.71,134.58,September,26.89,Spring
TENNANT-CREEK-AIRPORT,15135,-19.64,134.18,September,33.95,Spring
THARGOMINDAH-AIRPORT,45025,-27.99,143.81,September,26.95,Spring
TIBOOBURRA-POST-OFFICE,46037,-29.43,142.01,September,28.86,Spring
TOWNSVILLE-AERO,32040,-19.25,146.77,September,29.22,Spring
VICTORIA-RIVER-DOWNS,14825,-16.4,131.01,September,37.4,Spring
WAGGA-WAGGA-AMO,72150,-35.16,147.46,September,19.47,Spring
WALGETT-AIRPORT-AWS,52088,-30.04,148.12,September,25.04,Spring
WANDERING,10917,-32.67,116.67,September,19.14,Spring
WEIPA-AERO,27045,-12.68,141.92,September,36.08,Spring
WILCANNIA-REID-ST,46043,-31.56,143.37,September,25.22,Spring
WILLIAMTOWN-RAAF,61078,-32.79,151.84,September,23.98,Spring
WILSONS-PROMONTORY-LIGHTHOUSE,85096,-39.13,146.42,September,14.9,Spring
WITTENOOM,5026,-22.24,118.34,September,33.89,Spring
WOOMERA-AERODROME,16001,-31.16,136.81,September,25.88,Spring
WYALONG-POST-OFFICE,73054,-33.93,147.24,September,21.28,Spring
YAMBA-PILOT-STATION,58012,-29.43,153.36,September,24.32,Spring
ADELAIDE-KENT-TOWN,23090,-34.92,138.62,September,19.98,Spring
ALBANY-AIRPORT-COMPARISON,9741,-34.94,117.8,September,18.18,Spring
ALICE-SPRINGS-AIRPORT,15590,-23.8,133.89,September,33.56,Spring
AMBERLEY-AMO,40004,-27.63,152.71,September,27.86,Spring
BARCALDINE-POST-OFFICE,36007,-23.55,145.29,September,33.73,Spring
BATHURST-AGRICULTURAL-STATION,63005,-33.43,149.56,September,18.03,Spring
BIRDSVILLE-AIRPORT,38026,-25.9,139.35,September,29.29,Spring
BOULIA-AIRPORT,38003,-22.91,139.9,September,32.82,Spring
BOURKE-AIRPORT-AWS,48245,-30.04,145.95,September,25.81,Spring
BRIDGETOWN-COMPARISON,9510,-33.96,116.14,September,19.94,Spring
BRISBANE-AERO,40842,-27.39,153.12,September,25.53,Spring
BROOME-AIRPORT,3003,-17.95,122.23,September,32.88,Spring
BUNDABERG-AERO,39128,-24.91,152.32,September,26.47,Spring
BURKETOWN-AIRPORT,29077,-17.75,139.54,September,35.39,Spring
BUTLERS-GORGE,96003,-42.28,146.28,September,10.66,Spring
CABRAMURRA-SMHEA-AWS,72161,-35.94,148.38,September,8.24,Spring
CAIRNS-AERO,31011,-16.87,145.75,September,28.95,Spring
CAMOOWEAL-TOWNSHIP,37010,-19.92,138.12,September,35.17,Spring
CANBERRA-AIRPORT,70351,-35.31,149.2,September,17.73,Spring
CAPE-BORDA,22823,-35.75,136.6,September,17.35,Spring
CAPE-BRUNY-LIGHTHOUSE,94010,-43.49,147.15,September,14.7,Spring
CAPE-LEEUWIN,9518,-34.37,115.14,September,18.04,Spring
CAPE-MORETON-LIGHTHOUSE,40043,-27.03,153.47,September,23.09,Spring
CAPE-OTWAY-LIGHTHOUSE,90015,-38.86,143.51,September,17.47,Spring
CARNARVON-AIRPORT,6011,-24.89,113.67,September,25.99,Spring
CEDUNA-AMO,18012,-32.13,133.7,September,22.63,Spring
CHARLEVILLE-AERO,44021,-26.41,146.26,September,27.61,Spring
CHARTERS-TOWERS-AIRPORT,34084,-20.05,146.27,September,33.55,Spring
COBAR-MO,48027,-31.48,145.83,September,27.27,Spring
COFFS-HARBOUR-MO,59040,-30.31,153.12,September,26.01,Spring
CUNDERDIN-AIRFIELD,10286,-31.62,117.22,September,21.46,Spring
DALWALLINU-COMPARISON,8039,-30.28,116.66,September,23.33,Spring
DARWIN-AIRPORT,14015,-12.42,130.89,September,33.32,Spring
DENILIQUIN-AIRPORT-AWS,74258,-35.56,144.95,September,20.08,Spring
DUBBO-AIRPORT-AWS,65070,-32.22,148.58,September,23.04,Spring
EAST-SALE-AIRPORT,85072,-38.12,147.13,September,18.3,Spring
ESPERANCE,9789,-33.83,121.89,September,20.04,Spring
EUCLA,11003,-31.68,128.88,September,23.26,Spring
FORREST,11052,-30.85,128.11,September,25.93,Spring
GABO-ISLAND-LIGHTHOUSE,84016,-37.57,149.92,September,18.43,Spring
GAYNDAH-AIRPORT,39066,-25.62,151.62,September,31.5,Spring
GEORGETOWN-AIRPORT,30124,-18.3,143.53,September,34.96,Spring
GERALDTON-AIRPORT-COMPARISON,8051,-28.8,114.7,September,23.37,Spring
GILES-METEOROLOGICAL-OFFICE,13017,-25.03,128.3,September,30.01,Spring
GROVE-RESEARCH-STATION,94220,-42.99,147.07,September,17.45,Spring
GUNNEDAH-RESOURCE-CENTRE,55024,-31.03,150.27,September,23.8,Spring
HALLS-CREEK-AIRPORT,2012,-18.23,127.66,September,37.38,Spring
HOBART-ELLERSLIE-ROAD,94029,-42.89,147.33,September,17.21,Spring
HORN-ISLAND,27058,-10.58,142.29,September,30.73,Spring
INVERELL-RAGLAN-ST,56242,-29.78,151.11,September,22.62,Spring
JERVIS-BAY-POINT-PERPENDICULAR-AWS,68151,-35.09,150.8,September,21.93,Spring
KALGOORLIE-BOULDER-AIRPORT,12038,-30.78,121.45,September,25.91,Spring
KALUMBURU,1019,-14.3,126.65,September,37.67,Spring
KATANNING-COMPARISON,10579,-33.69,117.56,September,18.77,Spring
KERANG,80023,-35.72,143.92,September,20.44,Spring
KYANCUTTA,18044,-33.13,135.56,September,23.27,Spring
LARAPUNA-EDDYSTONE-POINT,92045,-40.99,148.35,September,16.52,Spring
LAUNCESTON-AIRPORT,91311,-41.55,147.21,September,18.07,Spring
LAVERTON-RAAF,87031,-37.86,144.76,September,17.94,Spring
LEARMONTH-AIRPORT,5007,-22.24,114.1,September,30.3,Spring
LONGREACH-AERO,36031,-23.44,144.28,September,32.36,Spring
LOW-HEAD,91293,-41.06,146.79,September,15.05,Spring
MACKAY-M.O,33119,-21.12,149.22,September,26.79,Spring
MARBLE-BAR,4106,-21.18,119.75,September,37.13,Spring
MARREE,17031,-29.65,138.06,September,27.5,Spring
MEEKATHARRA-AIRPORT,7045,-26.61,118.54,September,27.61,Spring
MELBOURNE-REGIONAL-OFFICE,86071,-37.81,144.97,September,18.78,Spring
MERREDIN,10092,-31.48,118.28,September,23.45,Spring
MILDURA-AIRPORT,76031,-34.24,142.09,September,21.83,Spring
MILES-CONSTANCE-STREET,42112,-26.66,150.18,September,27.9,Spring
MORAWA-AIRPORT,8296,-29.2,116.02,September,24.31,Spring
MOREE-AERO,53115,-29.49,149.85,September,27.67,Spring
MORUYA-HEADS-PILOT-STATION,69018,-35.91,150.15,September,20.5,Spring
MOUNT-GAMBIER-AERO,26021,-37.75,140.77,September,17.17,Spring
NHILL-AERODROME,78015,-36.31,141.65,September,18.91,Spring
NORMANTON-AIRPORT,29063,-17.69,141.07,September,37.36,Spring
NORTH-SHIELDS-PORT-LINCOLN-AWS,18192,-34.6,135.88,September,19.2,Spring
NOWRA-RAN-AIR-STATION-AWS,68072,-34.95,150.54,September,21.73,Spring
NURIOOTPA-VITICULTURAL,23373,-34.48,139.01,September,19.35,Spring
OODNADATTA-AIRPORT,17043,-27.56,135.45,September,27.64,Spring
ORBOST,84145,-37.69,148.47,September,18.38,Spring
PALMERVILLE,28004,-16.0,144.08,September,37.75,Spring
PERTH-AIRPORT,9021,-31.93,115.98,September,21.52,Spring
PORT-HEDLAND-AIRPORT,4032,-20.37,118.63,September,33.3,Spring
PORT-MACQUARIE-AIRPORT-AWS,60139,-31.43,152.87,September,23.17,Spring
RABBIT-FLAT,15666,-20.18,130.01,September,37.01,Spring
RICHMOND-POST-OFFICE,30045,-20.73,143.14,September,37.89,Spring
RICHMOND-RAAF,67105,-33.6,150.78,September,23.1,Spring
ROBE-COMPARISON,26026,-37.16,139.76,September,16.8,Spring
ROCKHAMPTON-AERO,39083,-23.38,150.48,September,28.03,Spring
RUTHERGLEN-RESEARCH,82039,-36.1,146.51,September,20.48,Spring
SCONE-AIRPORT-AWS,61363,-32.03,150.83,September,24.9,Spring
SNOWTOWN-RAYVILLE-PARK,21133,-33.77,138.22,September,20.58,Spring
ST-GEORGE-AIRPORT,43109,-28.05,148.59,September,27.87,Spring
SYDNEY-OBSERVATORY-HILL,66062,-33.86,151.21,September,21.92,Spring
TARCOOLA-AERO,16098,-30.71,134.58,September,26.14,Spring
TENNANT-CREEK-AIRPORT,15135,-19.64,134.18,September,35.35,Spring
THARGOMINDAH-AIRPORT,45025,-27.99,143.81,September,29.43,Spring
TIBOOBURRA-POST-OFFICE,46037,-29.43,142.01,September,26.41,Spring
TOWNSVILLE-AERO,32040,-19.25,146.77,September,28.84,Spring
VICTORIA-RIVER-DOWNS,14825,-16.4,131.01,September,37.44,Spring
WAGGA-WAGGA-AMO,72150,-35.16,147.46,September,21.66,Spring
WALGETT-AIRPORT-AWS,52088,-30.04,148.12,September,26.35,Spring
WANDERING,10917,-32.67,116.67,September,18.95,Spring
WEIPA-AERO,27045,-12.68,141.92,September,34.13,Spring
WILCANNIA-REID-ST,46043,-31.56,143.37,September,25.87,Spring
WILLIAMTOWN-RAAF,61078,-32.79,151.84,September,26.9,Spring
WILSONS-PROMONTORY-LIGHTHOUSE,85096,-39.13,146.42,September,15.41,Spring
WITTENOOM,5026,-22.24,118.34,September,33.21,Spring
WOOMERA-AERODROME,16001,-31.16,136.81,September,25.14,Spring
WYALONG-POST-OFFICE,73054,-33.93,147.24,September,20.68,Spring
YAMBA-PILOT-STATION,58012,-29.43,153.36,September,23.71,Spring
ADELAIDE-KENT-TOWN,23090,-34.92,138.62,September,19.69,Spring
ALBANY-AIRPORT-COMPARISON,9741,-34.94,117.8,September,18.41,Spring
ALICE-SPRINGS-AIRPORT,15590,-23.8,133.89,September,31.3,Spring
AMBERLEY-AMO,40004,-27.63,152.71,September,27.37,Spring
BARCALDINE-POST-OFFICE,36007,-23.55,145.29,September,30.74,Spring
BATHURST-AGRICULTURAL-STATION,63005,-33.43,149.56,September,18.0,Spring
BIRDSVILLE-AIRPORT,38026,-25.9,139.35,September,31.86,Spring
BOULIA-AIRPORT,38003,-22.91,139.9,September,33.52,Spring
BOURKE-AIRPORT-AWS,48245,-30.04,145.95,September,26.99,Spring
BRIDGETOWN-COMPARISON,9510,-33.96,116.14,September,21.38,Spring
BRISBANE-AERO,40842,-27.39,153.12,September,24.69,Spring
BROOME-AIRPORT,3003,-17.95,122.23,September,32.1,Spring
BUNDABERG-AERO,39128,-24.91,152.32,September,26.35,Spring
BURKETOWN-AIRPORT,29077,-17.75,139.54,September,33.88,Spring
BUTLERS-GORGE,96003,-42.28,146.28,September,10.89,Spring
CABRAMURRA-SMHEA-AWS,72161,-35.94,148.38,September,8.67,Spring
CAIRNS-AERO,31011,-16.87,145.75,September,30.42,Spring
CAMOOWEAL-TOWNSHIP,37010,-19.92,138.12,September,34.52,Spring
CANBERRA-AIRPORT,70351,-35.31,149.2,September,19.26,Spring
CAPE-BORDA,22823,-35.75,136.6,September,16.05,Spring
CAPE-BRUNY-LIGHTHOUSE,94010,-43.49,147.15,September,15.28,Spring
CAPE-LEEUWIN,9518,-34.37,115.14,September,18.65,Spring
CAPE-MORETON-LIGHTHOUSE,40043,-27.03,153.47,September,24.41,Spring
CAPE-OTWAY-LIGHTHOUSE,90015,-38.86,143.51,September,15.27,Spring
CARNARVON-AIRPORT,6011,-24.89,113.67,September,25.13,Spring
CEDUNA-AMO,18012,-32.13,133.7,September,23.66,Spring
CHARLEVILLE-AERO,44021,-26.41,146.26,September,27.81,Spring
CHARTERS-TOWERS-AIRPORT,34084,-20.05,146.27,September,34.34,Spring
COBAR-MO,48027,-31.48,145.83,September,22.95,Spring
COFFS-HARBOUR-MO,59040,-30.31,153.12,September,24.43,Spring
CUNDERDIN-AIRFIELD,10286,-31.62,117.22,September,21.87,Spring
DALWALLINU-COMPARISON,8039,-30.28,116.66,September,22.99,Spring
DARWIN-AIRPORT,14015,-12.42,130.89,September,34.62,Spring
DENILIQUIN-AIRPORT-AWS,74258,-35.56,144.95,September,21.38,Spring
DUBBO-AIRPORT-AWS,65070,-32.22,148.58,September,26.41,Spring
EAST-SALE-AIRPORT,85072,-38.12,147.13,September,18.12,Spring
ESPERANCE,9789,-33.83,121.89,September,19.9,Spring
EUCLA,11003,-31.68,128.88,September,23.6,Spring
FORREST,11052,-30.85,128.11,September,25.66,Spring
GABO-ISLAND-LIGHTHOUSE,84016,-37.57,149.92,September,20.53,Spring
GAYNDAH-AIRPORT,39066,-25.62,151.62,September,30.82,Spring
GEORGETOWN-AIRPORT,30124,-18.3,143.53,September,34.09,Spring
GERALDTON-AIRPORT-COMPARISON,8051,-28.8,114.7,September,23.21,Spring
GILES-METEOROLOGICAL-OFFICE,13017,-25.03,128.3,September,30.06,Spring
GROVE-RESEARCH-STATION,94220,-42.99,147.07,September,15.61,Spring
GUNNEDAH-RESOURCE-CENTRE,55024,-31.03,150.27,September,23.09,Spring
HALLS-CREEK-AIRPORT,2012,-18.23,127.66,September,37.04,Spring
HOBART-ELLERSLIE-ROAD,94029,-42.89,147.33,September,16.48,Spring
HORN-ISLAND,27058,-10.58,142.29,September,31.04,Spring
INVERELL-RAGLAN-ST,56242,-29.78,151.11,September,24.84,Spring
JERVIS-BAY-POINT-PERPENDICULAR-AWS,68151,-35.09,150.8,September,21.04,Spring
KALGOORLIE-BOULDER-AIRPORT,12038,-30.78,121.45,September,25.0,Spring
KALUMBURU,1019,-14.3,126.65,September,36.95,Spring
KATANNING-COMPARISON,10579,-33.69,117.56,September,18.41,Spring
KERANG,80023,-35.72,143.92,September,21.04,Spring
KYANCUTTA,18044,-33.13,135.56,September,22.93,Spring
LARAPUNA-EDDYSTONE-POINT,92045,-40.99,148.35,September,16.58,Spring
LAUNCESTON-AIRPORT,91311,-41.55,147.21,September,15.28,Spring
LAVERTON-RAAF,87031,-37.86,144.76,September,18.28,Spring
LEARMONTH-AIRPORT,5007,-22.24,114.1,September,30.12,Spring
LONGREACH-AERO,36031,-23.44,144.28,September,32.43,Spring
LOW-HEAD,91293,-41.06,146.79,September,14.33,Spring
MACKAY-M.O,33119,-21.12,149.22,September,26.05,Spring
MARBLE-BAR,4106,-21.18,119.75,September,40.46,Spring
MARREE,17031,-29.65,138.06,September,27.76,Spring
MEEKATHARRA-AIRPORT,7045,-26.61,118.54,September,32.27,Spring
MELBOURNE-REGIONAL-OFFICE,86071,-37.81,144.97,September,19.33,Spring
MERREDIN,10092,-31.48,118.28,September,25.04,Spring
MILDURA-AIRPORT,76031,-34.24,142.09,September,22.98,Spring
MILES-CONSTANCE-STREET,42112,-26.66,150.18,September,30.76,Spring
MORAWA-AIRPORT,8296,-29.2,116.02,September,24.01,Spring
MOREE-AERO,53115,-29.49,149.85,September,25.83,Spring
MORUYA-HEADS-PILOT-STATION,69018,-35.91,150.15,September,21.38,Spring
MOUNT-GAMBIER-AERO,26021,-37.75,140.77,September,17.06,Spring
NHILL-AERODROME,78015,-36.31,141.65,September,19.6,Spring
NORMANTON-AIRPORT,29063,-17.69,141.07,September,35.31,Spring
NORTH-SHIELDS-PORT-LINCOLN-AWS,18192,-34.6,135.88,September,19.76,Spring
NOWRA-RAN-AIR-STATION-AWS,68072,-34.95,150.54,September,23.58,Spring
NURIOOTPA-VITICULTURAL,23373,-34.48,139.01,September,18.28,Spring
OODNADATTA-AIRPORT,17043,-27.56,135.45,September,28.28,Spring
ORBOST,84145,-37.69,148.47,September,19.12,Spring
PALMERVILLE,28004,-16.0,144.08,September,34.39,Spring
PERTH-AIRPORT,9021,-31.93,115.98,September,21.77,Spring
PORT-HEDLAND-AIRPORT,4032,-20.37,118.63,September,33.44,Spring
PORT-MACQUARIE-AIRPORT-AWS,60139,-31.43,152.87,September,23.83,Spring
RABBIT-FLAT,15666,-20.18,130.01,September,35.68,Spring
RICHMOND-POST-OFFICE,30045,-20.73,143.14,September,33.95,Spring
RICHMOND-RAAF,67105,-33.6,150.78,September,23.24,Spring
ROBE-COMPARISON,26026,-37.16,139.76,September,16.89,Spring
ROCKHAMPTON-AERO,39083,-23.38,150.48,September,29.51,Spring
RUTHERGLEN-RESEARCH,82039,-36.1,146.51,September,18.58,Spring
SCONE-AIRPORT-AWS,61363,-32.03,150.83,September,23.64,Spring
SNOWTOWN-RAYVILLE-PARK,21133,-33.77,138.22,September,20.32,Spring
ST-GEORGE-AIRPORT,43109,-28.05,148.59,September,27.1,Spring
SYDNEY-OBSERVATORY-HILL,66062,-33.86,151.21,September,22.42,Spring
TARCOOLA-AERO,16098,-30.71,134.58,September,25.68,Spring
TENNANT-CREEK-AIRPORT,15135,-19.64,134.18,September,34.15,Spring
THARGOMINDAH-AIRPORT,45025,-27.99,143.81,September,29.6,Spring
TIBOOBURRA-POST-OFFICE,46037,-29.43,142.01,September,25.78,Spring
TOWNSVILLE-AERO,32040,-19.25,146.77,September,29.54,Spring
VICTORIA-RIVER-DOWNS,14825,-16.4,131.01,September,37.55,Spring
WAGGA-WAGGA-AMO,72150,-35.16,147.46,September,20.52,Spring
WALGETT-AIRPORT-AWS,52088,-30.04,148.12,September,27.67,Spring
WANDERING,10917,-32.67,116.67,September,18.86,Spring
WEIPA-AERO,27045,-12.68,141.92,September,35.14,Spring
WILCANNIA-REID-ST,46043,-31.56,143.37,September,25.3,Spring
WILLIAMTOWN-RAAF,61078,-32.79,151.84,September,22.93,Spring
WILSONS-PROMONTORY-LIGHTHOUSE,85096,-39.13,146.42,September,14.94,Spring
WITTENOOM,5026,-22.24,118.34,September,33.88,Spring
WOOMERA-AERODROME,16001,-31.16,136.81,September,24.69,Spring
WYALONG-POST-OFFICE,73054,-33.93,147.24,September,22.04,Spring
YAMBA-PILOT-STATION,58012,-29.43,153.36,September,24.03,Spring
ADELAIDE-KENT-TOWN,23090,-34.92,138.62,September,19.77,Spring
ALBANY-AIRPORT-COMPARISON,9741,-34.94,117.8,September,17.77,Spring
ALICE-SPRINGS-AIRPORT,15590,-23.8,133.89,September,30.49,Spring
AMBERLEY-AMO,40004,-27.63,152.71,September,28.18,Spring
BARCALDINE-POST-OFFICE,36007,-23.55,145.29,September,31.65,Spring
BATHURST-AGRICULTURAL-STATION,63005,-33.43,149.56,September,18.86,Spring
BIRDSVILLE-AIRPORT,38026,-25.9,139.35,September,31.74,Spring
BOULIA-AIRPORT,38003,-22.91,139.9,September,38.16,Spring
BOURKE-AIRPORT-AWS,48245,-30.04,145.95,September,27.84,Spring
BRIDGETOWN-COMPARISON,9510,-33.96,116.14,September,18.95,Spring
BRISBANE-AERO,40842,-27.39,153.12,September,28.83,Spring
BROOME-AIRPORT,3003,-17.95,122.23,September,33.4,Spring
BUNDABERG-AERO,39128,-24.91,152.32,September,28.3,Spring
BURKETOWN-AIRPORT,29077,-17.75,139.54,September,34.89,Spring
BUTLERS-GORGE,96003,-42.28,146.28,September,10.62,Spring
CABRAMURRA-SMHEA-AWS,72161,-35.94,148.38,September,8.38,Spring
CAIRNS-AERO,31011,-16.87,145.75,September,29.25,Spring
CAMOOWEAL-TOWNSHIP,37010,-19.92,138.12,September,34.36,Spring
CANBERRA-AIRPORT,70351,-35.31,149.2,September,18.99,Spring
CAPE-BORDA,22823,-35.75,136.6,September,16.09,Spring
CAPE-BRUNY-LIGHTHOUSE,94010,-43.49,147.15,September,14.41,Spring
CAPE-LEEUWIN,9518,-34.37,115.14,September,17.58,Spring
